book_name,book_code,chapter,question_number,question,option_a,option_b,option_c,option_d,correct_option,difficulty
Questions,1S,1,23,"Who asked  Hannah,  “How long will you keep on getting dru nk” (1 Sam 1:14)",Elkanah,Eli,"Phineas  
7",Peninah,B,B
Questions,1S,1,24,"Hannah defended herself against Eli’s accusations that she was drunk in all of the 
following ways EXCEPT (1 Sam 1:15)?",I have been praying out of my great anguish,I have not been drinking wine or beer,I have offered a drink offering to the Lord,I was pouring out my soul to the Lord,C,I
Questions,1S,1,25,What did Hannah request that Eli not mistake her as (1 Sam 1:16)?,A wicked woman,A drunk woman,A wi dow woman,A bereft woman,A,I
Questions,1S,1,26,What parting words did Eli say to Hannah (1 Sam 1:17)?,May God give you as many children as the sand,May your sadness turn into joy,May God bless you and keep you,May God grant you what you ha ve asked of him,D,B
Questions,1Sm,1,27,Hannah told Eli what was motivating her prayer (1 Sam 1:16)?,Her desire to please God,"Her trust in the Lord  
8",Her great anguish and grief,Her pain and suffering,C,I
Questions,1S,1,28,"What was Hannah’s reaction to Eli’s blessing after she had prayed at the tabernacle at 
Shiloh (1 Sam 1:8)?",She thanked him but went away in grief,She ate and was no longer downcast,She left in distress because she had no son,She realized he had two sons who did not follow the Lord,B,I
Questions,1S,1,29,Where did Elkanah and Hannah ha ve their home (1 Sam 1:19)?,Ramah,Jerusalem,Gibeon,Bethlehem,A,A
Questions,1S,1,30,Why did Hannah name her son Samuel (1 Sam 1:20)?,Because through him God would deliver Israel,Because the glory of the Lord has shined on her,Because she had asked the Lord for him,Because God had been her helper,C,B
Questions,1S,1,31,"Why did Hannah not go to the annual sacrifice to the Lord after having Samuel (1 
Sam 1:21)?","She w as waiting until Samuel was weaned  
9",She was sick after the birth of Samuel,She did not want to go because she would have to give Samuel up,She was waiting for Samuel to become of age,A,I
Questions,1S,1,32,What did Hannah say she would do once Samuel wa s weaned (1 Sam 1:21)?,Anoint his head with oil and then bring him to Eli,Teach him the ways of the Lord,Take him to the tabernacle so Eli could adopt him,Present him to the Lord and he would stay there always,D,B
Questions,1S,1,33,After Samuel was weaned where did Hannah bring him (1 Sam 1:24)?,Jerusalem,Shiloh,Bethel,Gilgal,B,B
Questions,1S,1,34,To whom did Hannah give her child?,Eli,The Lord,Elkanah,Phineas,B,B
Questions,1S,1,35,What was Eli by profession (1 Sam 1:9),"Prophet  
10",Judge,Sage,Priest,D,B
Questions,1S,2,36,"What did Elkanah give his wife Hannah to show her she was favored (1 Sam 1:5) ? 
  Av. A double portion of meat  
 Bv. Special incense for the Lord  
  Cv. A sheep and a goat  
 Dv. A special robe  
A:A: 1S:1 
37. What three year old animal did Hannah bring when she took  Samuel to the Temple at 
Shiloh (1 Sam 1:24)?  
  Av. Lamb 
  Bv. Bull 
  Cv. Goat  
 Dv. Calf 
B:A:1S:1  
  
11 
 
                                            1 Samuel 2  
 
1.  In Hannah’s prayer she says that her horn is  _______ (1 Sam 2:1)","Crying loudly  
  Bx. Shattered  
  Cx. Lifted high  
  Dv. Mourning  
C:I:1S:2  
2.  In what does Hannah say she delights (1 Sam 2:1) ? 
  A. Her son",In God’s deliverance,In the loving kindness of the Lord,In the wonderful deeds of God,B,A
Questions,1S,2,3,What does Hannah say her mouth boasts over (1 Sam 2:1)?,Her son,God’s greatness,Her victory,Her enemies,D,I
Questions,1S,2,4,"In Hannah’s prayer she says in what way is God unique that no one is like him (1 Sam 
2:2)?",In holiness,"In righteousness  
12",In justice,In mercy,A,A
Questions,1S,2,5,In Hannah’s prayer she claims God is uniquely like a _________ (1 Sam 2:2),Fortress,Rock,Shepherd,Father,B,B
Questions,1S,2,6,"In Hannah’s prayer she says one should not let their mouth speak  in what manner (1 
Sam 2:3)?",Slander,Blasphemy,Lies,Arrogance,D,A
Questions,1S,2,7,In Hannah’s prayer she says what does God weigh (1 Sam 2:3)?,The heart,The sand on the sea shore,Deeds,The souls of men,C,I
Questions,1S,2,8,"According to Hannah’s prayer what happens to those who stumble  (1 Sam 2:4)?  
Av. They are t hrown to the side  
13 
 
  Bx. They are a rmed wit h strength  
  Cv. They receive their just deserts  
  Dv. They are not f orgotten  
B:A:1S:2  
9. According to Hannah’s prayer what happens to warriors (1 Sam 2:4)?",Their shields are burned,Their swords are melted,Their bows are broken,Arrors miss their mark,C,I
Questions,1S,2,10,In Hannah’s prayer who hungers no more (1 Sam 2:5)?,The hungry,The poor,The widows and orphans,The righteous,A,I
Questions,1S,2,11,"According to Hannah’s prayer what happens to her  who has had many sons  (1 Sam 
2:5)?",Is blessed,Pines away,Hunger s no more,Boasts,B,A
Questions,1S,2,12,"In Hannah’s prayer the one who was barren produces how many children (1 Sam 
2:5)?  
14",5,6,7,12,C,A
Questions,1S,2,13,In Hannah’s prayer what does the Lord send (1 Sam 2:7)?,Sickness and health,Poverty and wealth,Blessings and curses,Rain and harvest,B,A
Questions,1S,2,14,In Hannah’s prayer who does the Lord raise from the dust (1 Sam 2:8)?,The dead,The former generation,Those who keep his commandments,The poor,D,A
Questions,1S,2,15,In Hannah’s prayer from where does God lift the needy (1 Sam 2:8)?,From the ash heap,From the dust,From the ruins,From famine,A,I
Questions,1S,2,16,"In Hannah’s prayer with whom does God seat the needy (1 S am 2:8)?  
15",The righteous,Priests of the Most High,Princes,Elders of Israel,C,A
Questions,1S,2,17,In Hannah’s prayer she says what will God guard (1 Sam 2:9)?,The lives of the righteous,The feet of his saints,The hearts of the humble,Plans of the wise,B,A
Questions,1S,2,18,In Hannah’s prayer what will happen to the wicked (1 Sam 2:9)?,They will be silenced in darkness,They will eat the bread of their own ways,They will go down into the grave,They will  no longer hurt the Lord’s anointed,A,A
Questions,1S,2,19,In Hannah’s prayer what will happen to those who oppose the Lord (1 Sam 2:10)?,They will be destroyed,They will be overcome with fear,They will be shattered,They will be burned with fire,C,A
Questions,1S,2,20,"In Hannah’s prayer what will the Lord do to the ends of the earth (1 Sam 2:10)?  
16",Send forth his angels,Judge,Establish his kingdom,Multiply Israel,B,A
Questions,1S,2,21,In Hannah’s prayer to whom does she say the Lord will give strengt h (1 Sam 2:10)?,His priests,His prophets,His holy ones,His king,D,B
Questions,1S,2,22,Hannah concludes her prayer saying whose horn will be exalted (1 Sam 2:10)?,His priests,His anointed,His holy ones,His prophets,B,I
Questions,1S,2,23,Who was Samuel trained under (1 Sam 2:11)?,Abiathar,Phineas,Elijah,Eli,D,B
Questions,1S,2,24,"What were Eli’s sons known for  (1 Sam 2:12)  
17",Accepting bribes,Wicked,Wise,Foolish,B,B
Questions,1S,2,25,"After the servant of the priest plunged the fork into the pot they would  do with it (1 
Sam 2:14)",Leave the fork in the pot,Give the meat to the fatherless and widows,Take for himself whatever is pulled up,Give it to the one sacrificing,C,B
Questions,1S,2,26,When were Eli’s sons taking meat from the sacrifices  (1 Sam 2:13f) ?,After the fat was burned,When the meat had been offered to foreign gods,When raw before it was cooked,Right after the blood was poured out and it was roasted,C,I
Questions,1S,2,27,"What would Eli’s sons not allow to be burned before they took it from the one 
presenting the sacrifice (1 Sam 2:15)?",The fat,The blood,The skin,The incense,A,A
Questions,1S,2,28,Where did Eli’s sons defile the sacrifices of the Lor d (1 Sam 2:14)?,At Bethel,At Jerusalem,At Gilgal,At Shiloh,D,B
Questions,1S,2,29,What was the sin of Eli’s sons (1 Sam 2:17)?,They worshipped other gods,They treated the Lord’s offering with contempt,They did not teach the people t he ways of the Lord,They profaned the ark of the covenant,B,B
Questions,1S,2,30,What did Samuel’s mother make for him each year (1 Sam 2:19)?,A pair of sandals,A turban  for his head,A little robe,A linen belt,C,I
Questions,1S,2,31,When did Hannah see  Samuel after he was taken to Shiloh (1 Sam 2:19)?,Annually when they went for the annual sacrifice,Weekly when they celebrated the Sabbath,Three times a year when they went up for the festivals of Israel,Only once when he was anointed as a priest,A,B
Questions,1S,2,32,"What did Eli say to Hannah and Elkanah when they came to visit Shiloh (1 Sam 
2:20)?",The Lord give you children by this woman to take the place of Samuel,"The Lord bless you can keep you, and make his face to shine  upon you",Your son will be a great prophet of the Lord,The Lord has answered your prayers and mine for one to take my place,A,I
Questions,1S,2,33,How many children did Hannah have after Samuel  (1 Sam 2:21) ?,Five sons and five daughters,Six sons and three daughters,Three sons and t wo daughters,She had no more children after Samuel,C,A
Questions,1S,2,34,Where does the Scripture say Samuel grew up (1 Sam 2:21)?,In the house of the Lord,In the presence of the Lord,In the house of Eli,Under the instruction of the Scripture,B,I
Questions,1S,2,35,Where had Eli heard that his sons were sleeping  with women  (1 Sam 2:22) ?,Beside the city walls,At his home,Entrance to the Tent of Meeting,"In the city gate  
20",C,B
Questions,1S,2,36,"What did Eli point out was the problem with his sons sinning against the Lord (1 Sam 
2:25)?",There was no one to mediate for them,There was no forgiveness,There was no way they avoid the shame,There was no way God would accept their sacrifice s,A,I
Questions,1S,2,37,"Eli told his sons if they sinned against another man who could mediate for them (1 
Sam 2:25)?",He as a priest could,The prophet of the Lord,God could,The kinsman -redeemer,C,I
Questions,1S,2,38,What was God’s will for Eli’s sons  (1 Sam 2:25) ?,To bless them,To exile them,To not allow them to become priests,To put them to death,D,B
Questions,1S,2,39,Who told Eli that God had chosen his father to burn incense (1 Sam 2:27)?,A seer from Judah,A man of God,"Another priest  
21",Samuel,B,A
Questions,1S,2,40,"Of whom was it said “He grew in stature and favor with the Lord and with men” (1 
Sam 2:26)?",Eli,Phinehas,David,Samuel,D,B
Questions,1S,2,41,"The man of God told Eli that God had chosen his father to do all of the following 
EXCEPT",Wear an ephod,Burn incense,To enter the most Holy place,Go up to God’s altar,C,I
Questions,1S,2,42,What was God’s complaint against Eli (1 Sam 2:29)?,He honored his sons more than God,He did not train his sons in the way s of the Lord,He did not lead Israel well,He had forsaken the way of the Lord,A,B
Questions,1S,2,43,God complains that Eli had scorned what (1 Sam 2:29)?,His holy name,"His covenant  
22",His tabernacle,His sacrifice and offering,D,I
Questions,1S,2,44,What had God promised Eli’s house and his father’s house (1 Sam 2:30)?,That they would die if they worshipped other gods,That they would rule over Israel,That they would minister before God forever,That they would multiply as the sand of the seashore,C,B
Questions,1S,2,45,"Who did God tell Eli, through the man of God, he would honor (1 Sam 2:30)?",Those who teach the law faithfully,Those who honor him,Those who do what is right,Those who help the poor,B,I
Questions,1S,2,46,What did God tell Eli would not be in his family line (1 Sam 2:31)?,An old man,Any priests,Any leaders in Israel,Any who were anointed,A,I
Questions,1S,2,47,What did God say would happen to all of Eli’s descendants (1 Sam 2:33)?,They would not again lead Israel in worship,"They would never have one installed as a priest  
23",They would die in the prime of life,They would die at the hands of the uncircumcised,C,B
Questions,1S,2,48,What did God say would be a sign to Eli (1 Sam 2:34)?,He would lose  the ark of God,His sons would both die on the same day,He would be cast out of his father’s land,He would not be buried but dogs would eat him,B,B
Questions,1S,2,49,What did God say he would raise up to replace Eli (1 Sam 2:35)?,A holy priest,A righteous priest,A man after his own heart,A faithful priest,D,I
Questions,1S,2,50,"What would Eli’s family that was left request from  the faithful priest God was 
installing after Eli (1 Sam 2:36)?",Land for an inheritance,To be shown mercy,A crust of bread,A skin of wine,C,I
Questions,1S,3,1,In the days that Samuel served the Lord under Eli what was rare (1 Sam 3:1)?,Priests who served the Lord,Judges who judged fairly,The word of the Lord and visions,Those who did right in the eyes of the Lord,C,B
Questions,1S,3,2,As Eli aged what did he begin to loose (1 Sam 3:2)?,His hearing,His sight,His ability to offer sacrifices,His ability to speak,B,I
Questions,1S,3,3,How many times did the Lord call Samuel in his sleep  (1 Sam 3:4 -9)?,4,3,2,1,A,I
Questions,1S,3,4,Where was Samuel lying when God called him  (1 Sam 3:4) ?,In his home in Ramah,In Eli’s bedroom,In the temple where  the ark of God  was,"At the opening of the Tent of Meeting  
25",C,B
Questions,1S,3,5,When the Lord called Samuel the first time what was Samuel’s response (1 Sam 3:5)?,He ran in and asked Eli if he had called him,He looked at the glowing of the ark of the c ovenant,He told Eli God had spoken to him and asked Eli’s advice,"He said “Speak Lord, for your servant is listening”",A,B
Questions,1S,3,6,"What did Eli tell Samuel after he came in the first time and asked him if he had called 
Samuel (1 Sam 3:5)?",He rec ognized that God was talking to the boy,Go back and lie down,He wondered what God wanted from the lad,He was angry that Samuel woke him up,B,B
Questions,1S,3,7,"After the second time the Lord called Samuel the text points out what did Samuel not 
yet kn ow (1 Sam 3:7)?",His mother’s vow,The priesthood,The voice of the Lord,The Lord,D,B
Questions,1S,3,8,After the third waking of Samuel what did Eli realize (1 Sam 3:8)?,Samuel was the chosen anointed one of the Lord,The Lord was calling the boy,"The Lord had rejected him  
26",The Lord was choosing Samuel over his sons,B,B
Questions,1S,3,9,What did Eli tell Samuel to say if the Lord came to him a fourth time (1 Sam 3:9)?,"Lord, hear my voice","O Lord, you are the holy one of Isra el","Speak, Lord, for your servant is listening","Behold, I am at your service",C,B
Questions,1S,3,10,"When the Lord called Samuel the fourth and final time how was he present with 
Samuel (1 Sam 3:10)?",He stood there,He came in a vision,The ange l of the Lord talked to Samuel from the fire,The voice of the Lord came from between the cherubim on the ark,A,A
Questions,1S,3,11,God told Samuel that what he was going to do with Eli would ______ (1 Sam 3:11),Make Israel fear the Lord and keep his comman dments,Make the ears of everyone who hears it tingle,Fulfill the word of the Lord,Put Samuel in place as the high priest at Shiloh,B,I
Questions,1S,3,12,What was Eli’s sin for which he was going to be judged (1 Sam 3:13),Bringing disrepute on the temple of the Lord,"Putting his sons in front of God himself  
27",Not realizing that Samuel would be the next leader of Israel,He failed to restrain his sons from doing evil he knew about,D,B
Questions,1S,3,14,"What di d Samuel do as his usual duty in the morning after his night call from God (1 
Sam 3:15)?",He opened the doors of the house of the Lord,He gathered wood for the daily sacrifices,He watered the sheep used for the sacrifices,He set the brea d on the table of showbread in the house of the Lord,A,I
Questions,1S,3,15,What did Eli say to Samuel in the morning after Samuel’s call (1 Sam 3:17)?,What have you seen in your night vision of the Lord?,How long before these things come to pass?,How did you see the face of God and live?,What was it the Lord said to you?,D,I
Questions,1S,3,16,What did Eli warn Samuel about doing after Samuel’s call (1 Sam 3:17)?,"Becoming like his sons who had turned from the Lord  
28",Plotting against he and his sons,Not to hide anything God said from him,Lying to him about what God had said to him,C,I
Questions,1S,3,17,How did Eli respond when he found out what God told Samuel  (1 Sam 3:18) ?,He wept  and covered his head in dust,He got angry  at Samuel and accused him of ingratitude,He acknowledged it as God’s will,He sat in silence,C,B
Questions,1S,3,18,How did the Lord demonstrate he was with Samuel (1 Sam 3:19)?,He let none of his words fall to the ground,He had all Israel come and anoint him as a prophet,His Spirit appeared on Samuel’s shoulder,Fire came down and consumed his first sacrifice,A,B
Questions,1S,3,19,"When referring to all Israel recognizing Samuel’s leadership what boundary markers 
were identified (1 Sam 3:20) ?",From the Negev to Mount Hermon,From Hebron to Damascus,From Dan to Beersheba,From Judah to Zebulun,C,B
Questions,1S,3,20,"Where was the Lord appearing in the days of the call of Samuel (1 Sam 3:21)?  
29",Gilgal,Shiloh,Bethel,Shechem,B,B
Questions,1S,4,1,"In the days of Eli when Israel went out to fight the Philistines where did Israel camp 
and where did the Philistines set up camp (1 Sam 4:1)?",Gilgal and Bethel,Gath and Aze kah,Ebenezer and Aphek,Megiddo and Gilboa,C,A
Questions,1S,4,2,"How many Israelites were lost in the first battle against the Philistines in the days of 
Eli (1 Sam 4:2)?","5,000","12,000","2,000","4,000",D,A
Questions,1S,4,3,"What solution did the elders of Israel at Ebenezer propose so they wouldn’t lose their 
second battle against the Philistines in the days of Eli (1 Sam 4:3)?",To bring the ark of the covenant down from Shiloh,To set an ambush around the south s ide of Aphek,To pray to the Lord for a hailstorm,To send out spies to spy out the Philistine city,A,B
Questions,1S,4,4,Where was God enthroned in the days of Eli (1 Sam 4:4)?,In heaven above,"Between the cherubim on the ark  
31",In the midst of Is rael,On Mount Zion,B,B
Questions,1S,4,5,"Who came with the ark when it was brought from Shiloh down to fight the Philistines 
at Aphek (1 Sam 4:4)?",Samuel and Eli,Eli and his sons,Hophni and Phineas,The priests and Levites,C,B
Questions,1S,4,6,"When the ark of the Lord entered the Israelite camp, what did the Israelites do (1 Sam 
4:5)?",They shouted so loud the ground shook,They wept for joy,They began to fight amongst themselves,They were silent yet fearful in their hearts,A,B
Questions,1S,4,7,"Initially h ow did the Philistines respond when they discover ed that the Israelites had 
the ark in their camp?",They shouted war cries in the name of their gods,They were afraid,They laughed and mocked,They ran back to their to wn to gather more troops,B,I
Questions,1S,4,8,"How did the Philistines describe the God of Israel after the ark was brought down to 
from Shiloh (1 Sam 4:8)?",This is the God who dwells between the cherubim,This is the God whose chariot rides on the clouds,This is the God who destroyed the walls of Jericho,This is the God who struck down the Egyptians,D,B
Questions,1S,4,9,"How did the Philistines respond to the ark from Shiloh coming into the Israelite camp 
(1 Sam 4:9)?",We must capture the ark and use it  for our own benefit,Run for your life before the gods of the Hebrews destroy us with a plague,Be strong and fight like men or you will be subject to the Hebrews,"Pray to your God’s, O Philistines, and they will deliver you",C,I
Questions,1S,4,10,"How many foot soldiers did the Israelites loose in the battle where the ark was with 
them (1 Sam 4:10)?","20,000","30,000","40,000","42,000",B,A
Questions,1S,4,11,When the ark was captured by the Philistines who died (1 Sam 4:1 1)?,Eli and,The priests and Levites carrying the ark,"Hophni and Phineas  
33",Ichabod and Eli,C,B
Questions,1S,4,12,"After the ark was captured by the Philistines who ran to tell Eli what had happened (1 
Sam 4:12)?",A Benjamite,A Ephraimite,A Gileadite,A Jebusit e,A,A
Questions,1S,4,13,Why was Eli sitting on his chair by the side of the road  (1 Sam 4:13) ?,His heart fear ed for the Ark of God,His heart was worried  for his sons,He was waiting for Samuel,He could no longer walk,A,B
Questions,1S,4,14,"How old was Eli  when he was told about the outcome of the battle against the 
Philistines (1 Sam 4:14)?",85,89,98,82,C,A
Questions,1S,4,15,"The Benjamite announced to Eli all of the following after the battle with the 
Philistines EXCEPT (1 Sam 4:17)","Israel f led before the Philistines  
34",Hophni and Phineas had been killed,The ark had been captured,"Israel had lost 30,000 men in battle",D,B
Questions,1S,4,16,How did Eli react to the news from the Benjamite  (1 Sam 4:18) ?,He wept aloud,He fell off his chair back wards  and died,He tore his robe and threw dust on his head,"He blessed the man and went to the Tent of Meeting at Shiloh  
17. How did Eli die  (1 Sam 4:18) ? 
  A. A broken neck  
  B. A broken heart  
  C. A Philistine thrust a sword i nto his side  
  D. He fell off of the city wall",A,B
Questions,1S,4,18,When exactly did Eli die (1 Sam 4:18)?,When the messenger told him about his sons,When the messenger told him Samuel would now take over,When he was told the ark was captured,When  he got up to offer a sacrifice,C,B
Questions,1S,4,19,How many years did Eli lead Israel (1 Sam 4:18)?,20 years,"30 years  
35",40 years,50 years,C,I
Questions,1S,4,20,The wife of Phinehas named her son  ______ (1 Sam 4:19)?,Loammi,Gomer,Ichabod,Ebenezer,C,B
Questions,1S,4,21,Whose wife named her child Ichabod (1 Sam 4:19)?,Hophni’s,Phineas’,Eli’s,Samuel’s,B,I
Questions,1S,4,22,What happened to Ichabod’s mother (1 Sam 4:20)?,She was dying  giving birth,She married Samuel,She was killed by the Philistines,She died touching the Tent of Meeting,A,I
Questions,1S,4,23,Ichabod was named with his mother saying  (1 Sam 4:21)?,How much she loved him,"For the glory of God  
36",It was the Lord’s will,The glory has departed,D,B
Questions,1S,5,1,Where did the Philistines take the ark to from Ebenezer? (1 Sam 5:1),Ekron,Gath,Gaza,Ashdod,D,A
Questions,1S,5,2,"The Philistines placed the ark of God next to the statue of which Philistine god (1 Sam 
5:2)?",Baal,Chemosh,Dagon,Marduk,C,I
Questions,1S,5,3,"How do the Philistines find Dagon on the morning  after they put the ark in the temple 
of Dagon (1 Sam 5:3) ?",Fallen on its face,Standing in the corner,Shattered into many pieces,On fire,A,B
Questions,1S,5,4,After Dagon had fallen on his face before the ark what did the people do (1 Sam 5:3)?,They ground Dagon to dust,They put Dagon back in its place,"They put Dagon on a pedestal  
38",They put a purple robe on Dagon,B,I
Questions,1S,5,5,What happened the second day the ark was in the temple of Dagon (1 Sam 5:4)?,Its mouth and hands were shattered,It became a pile of dust,Its feet and hands were broken off,Its head and hands were broken off,D,B
Questions,1S,5,6,Where were the hands of Dagon after they were broken off (1 Sam 5:4)?,They were lying in front of the ark,They were lying on the threshold,They were scattered in the corners of  the temple room,They were in the center in the room,B,A
Questions,1S,5,7,"What resulted in Dagon’s hands being busted off and lying on the threshold of the 
temple entrance in Ashdod (1 Sam 5:5)?",The people entering do not step on the threshold,The peop le touch the threshold with their hands when entering the temple,The people cover their faces when crossing the threshold,The people put their money in a box by the threshold,A,I
Questions,1S,5,8,How did the Ark of God make its presence known in the citie s of the Philistines?,It blessed their produce and commerce,"It brought plague  of tumors on the people  
39",The cities were covered in darkness,Their crops were destroyed by locust,B,B
Questions,1S,5,9,"How did the Philistines at Ashdod decide what t o do with the ark after the plague hit (1 
Sam 5:7)?",They cast lots on where the ark should go next,They made sacrifices to Dagon and the priests instructed them,They gathered the Philistine rulers and asked them what to do,They put the ark on a cart and dumped it outside the city,C,I
Questions,1S,5,10,"After Ashdod where was the ark of God taken to relieve the tumor plague from 
Ashdod (1 Sam 5:8)?",Ekron,Gath,Gaza,Ashdod,B,A
Questions,1S,5,11,"When the Lord’s hand was heavy on the second Ph ilistine city of Gath how did the 
Philistines react (1 Sam 5:9)",Weeping,Questions about what to do,Repentance,"Panic  
12. What was the third Philistine city to which the ark was taken after the tumor plague 
broke out in the second city ( 1 Sam 5:10)?  
40 
 
 A. Ekron  
  B. Gath  
 C. Gaza  
  D. Ashdod",A,A
Questions,1S,5,13,"How did the people of Ekron react to the ark being brought into their city (1 Sam 
5:10)?",They celebrated the victory over the Israelites,They took it and put it before their god Ch emosh,They were silent fearing disaster that had hit the previous cities,They cried out claiming the ark was brought to kill them,D,B
Questions,1S,5,14,"What did the Philistines finally decide to do with the ark of the covenant (1 Sam 
5:11)?",To destroy it with fire,To bury it in a cave in Mareshah,To put their own god on top of it between the cherubim,To send it back to the Israelites,D,B
Questions,1S,6,1,"How long had the ark been in Philistine hands when they gathered the priests and 
diviners to decide what to do with it (1 Sam 6:1)?",4 weeks,3 months,7 months,1 year,C,A
Questions,1S,6,2,"Who did the Philistines gather to figure out what to do with the ark of the Lord ( 1 Sam 
6:2)?",Prophets and priests,Rulers and elders,Sages and kings,Priests and diviners,D,I
Questions,1S,6,3,"What did the priests and diviners say the ark should be sent back to Israel with (1 Sam 
6:3)?",A appeasement gift,A guilt offer ing,A reparation offering,A payment of gold,B,I
Questions,1S,6,4,"Why did the Philistine priest recommend sending the ark back with the ark (1 Sam 
6:3)?",Then they would be healed,"Then the plagues would leave their territory  
42",Then the plagues  would come upon the Israelites,Then Dagon would once again rule over their cities,A,I
Questions,1S,6,5,What guilt offering did the Philistines send back with the ark (1 Sam 6:4)?,Twelve talents of silver,Seven gold cherubim,Five golden rats and five gold tumors,A silver altar,C,B
Questions,1S,6,6,"Why did the Philistines send exactly five golden rats and five golden tumors back to 
Israel with the ark (1 Sam 6:4)?",The ark had been in Philistia for five month,One for each ruler of the Phil istine five cities,When the plague hit it gave each individual five tumors,One for each of the temples of Dagon in the Philistine cities,B,I
Questions,1S,6,7,"What were the priests hoping would happen with the returning of the ark with the 
golden rats guilt  offering sent back to Israel (1 Sam 6:5)?",Maybe God would lift his hand from the Philistines and their gods,Maybe the God of Israel would forgive them,Maybe the plague of the tumors would come against the Israelites,That the plagues wo uld turn from black tumors to gold benefiting them,A,B
Questions,1S,6,8,"Who did the Philistines note had hardened their hearts and had to pay adverse 
consequences (1 Sam 6:6)?  
43",Doeg and the Edomites,Achish and the Amalekites,Pharaoh and the Egyptians,Sihon of the Amorites,C,B
Questions,1S,6,9,How did the Philistines return the ark to Israel (1 Sam 6:7)?,On a chariot pulled by two horses,On a stretcher between two donkeys,On the back of a camel,On a cart pulled by two cows,D,B
Questions,1S,6,10,"What requirements did the Philistines put on the cows that were to pull the ark back 
to Israel (1 Sam 6:7)?",They had never been yoked before,They were the best that they had,They were both were three years of age,They were b oth white,A,I
Questions,1S,6,11,"What requirements did the Philistines put on the cows that were to pull the ark back 
to Israel (1 Sam 6:7)?",They were the best that they had,They had just had calves,They were both were three years of age,They were  both white,B,B
