book_name,book_code,chapter,question_number,question,option_a,option_b,option_c,option_d,correct_option,difficulty
DeutMCQuestions.pdf,Dt,1,36,"After the Israelites refused to take the land, when they did  
 try to go up they would loose because (Deut 1:42)",God would not be with them,God would fight against them,Their enemies were stronger than they were,God would use the sword of the Amorites to slay them,A,I
DeutMCQuestions.pdf,Dt,1,37,The Amorites chased Israel like a __________ (Deut 1:44),Pack of wolves,Swarm of locusts,Swarm of bees,Hail storm,C,I
DeutMCQuestions.pdf,Dt,1,38,"After Israel was defeated and came back to the LORD weeping, what  
 was his response (Deut 1:45)?",He turned and had compassion on them,He forgave them their sins,He told Moses to offer sacrifices for them,He paid no attention to them,D,I
DeutMCQuestions.pdf,Dt,2,1,"After leaving  Kadesh Barnea, the Israelites set out along the route  
 to the __________ (Deut 2:1)",Negev,Desert of Sin,Jordan River,Red Sea,D,A
DeutMCQuestions.pdf,Dt,2,2,What country did Israel purposely make their way around (Deut 2:1f)?,The hill country of Seir,The fields of the Amorites,The valley of the Canaanites,The cities of the Anakim,A,I
DeutMCQuestions.pdf,Dt,2,3,"Why did Israel take such care to go around the hill country of Seir  
(Deut 2:4)?",Seir was given to the descendants of Moabites,Seir was give n to the descendants of Esau,Seir was given to the descendants of Ishmael,Seir was given to the descendants of the Ammonites,B,I
DeutMCQuestions.pdf,Dt,2,4,Esau's descendants settled in the hill country of _______ (Deut 2:4),Negev,Gilead,Seir,Ephra im,C,B
DeutMCQuestions.pdf,Dt,2,5,Who had given Esau the hill country of Seir (Deut 2:5)?,The LORD,The Horites,The Moabites,Chemosh,A,B
DeutMCQuestions.pdf,Dt,2,6,"How were the Israelites to obtain food and water when traveling around  
 Seir (Deut 2:6)?",They were to di g their own wells and eat manna,They were to ride camels and take meat from their flocks,God would provide water from a rock and food from the sky,They were to buy their food and water with silver,D,I
DeutMCQuestions.pdf,Dt,2,7,"The Arabah road comes up toward t he Salt Sea from what two  
 cities (Deut 2:8)?",Eziongeber and Elath,Aqaba and Beersheba,Arad and Avdat,Shivta and Kadesh,A,I
DeutMCQuestions.pdf,Dt,2,8,"The Israelites were not to provoke the Moabites into war because they  
 were the descendants of _______ ( Deut 2:9)",Ishmael,Esau,Lot,Keturah,C,B
DeutMCQuestions.pdf,Dt,2,9,"Who used to live in Ar where the Moabites lived during Moses' day  
(Deut 2:10)?",Rephaites,Horites,Anakites,Emites,D,A
DeutMCQuestions.pdf,Dt,2,10,"Who did Esau's descendants in Seir drive out  so they could settle  
 there (Deut 2:12)?",Rephaites,Horites,Anakites,Emites,B,A
DeutMCQuestions.pdf,Dt,2,11,"The Emites and Anakites were both tall and considered to be  
 _________ (Deut 2:11)",Rephaites,Horites,Anakites,Emites,A,A
DeutMCQuestions.pdf,Dt,2,12,"What valley on the south -east corner of the Salt Sea did Israel cross  
 thirty -eight years after leaving Kadesh (Deut 2:13f)",The Arnon,The Zered,The Jabbok,The Kidron,B,A
DeutMCQuestions.pdf,Dt,2,13,The region of Moab is located at ______ (Deut 2:18),Gilead,Bashan,Ar,Negev,C,A
DeutMCQuestions.pdf,Dt,2,14,Who died as Israel went by Moab and Edom (Deut 2:14)?,Those that had complained of no food in the desert,Those that had complained of no water in the desert,Those who followed Korah opposing Moses and Aaron,The entire former generation of fighting men,D,B
DeutMCQuestions.pdf,Dt,2,15,"Israel did not fight against the Ammonites because they were  
 the descendants of _______ (Deut 2:19)",Ishmael,Esau,Lot,Keturah,C,B
DeutMCQuestions.pdf,Dt,2,16,Who gave the Amm onites their land (Deut 2:19)?,The LORD,The Horites,The Moabites,Chemosh,A,B
DeutMCQuestions.pdf,Dt,2,17,"Who did the Ammonites have to defeat in order to receive the  
 land the LORD gave them (Deut 2:20)?",Emites,Horites,Anakites,Zamzummite s,D,A
DeutMCQuestions.pdf,Dt,2,18,Who had formerly lived in villages as far as Gaza (Deut 2:23)?,Rephaites,Horites,Avvites,Emites,C,A
DeutMCQuestions.pdf,Dt,2,19,"Who destroyed the Avvites out of the villages as far as Gaza  
(Deut 2:23)?",Rephaites,Caphtorites,Horites,Emites,B,A
DeutMCQuestions.pdf,Dt,2,20,"Just before facing Sihon, what gorge did Israel pass over (Deut 2:24)?",The Arnon,The Zered,The Jabbok,The Kidron,A,I
DeutMCQuestions.pdf,Dt,2,21,Who was the king of Heshbon in the time of Moses (Deut 2:24)?,Og,Balak,Sihon,Hermon,C,B
DeutMCQuestions.pdf,Dt,2,22,Both Sihon and Og were from what tribal group (Deut 2:24)?,Edomites,Amorites,Moabites,Amalekites,B,B
DeutMCQuestions.pdf,Dt,2,23,"Before passing through Sihon's territory, Moses sent an offering of  
 _______ (Deut 2:26 )",War,Truce,Surrender,Peace,D,B
DeutMCQuestions.pdf,Dt,2,24,What did God do to Sihon that resulted in his defeat (Deut 2:30)?,Split the Jordan River,Rained down hail on him,Made his spirit stubborn,Made him afraid of Israel,C,I
DeutMCQuestions.pdf,Dt,2,25,"W here did Israel go to battle against Sihon, king of Heshbon  
(Deut 2:32)?",Jahaz,Heshbon,Ar,Medaba,A,A
DeutMCQuestions.pdf,Dt,2,26,When Israel took Sihon's towns how did they do it (Deut 2:34)?,"They spared only the women and children and took the plu nder  
for themselves",They left no survivors but took the plunder for themselves,They took no plunder and left no survivors,"They burned them to the ground keeping only the animals to  
offer sacrifices to the LORD",B,B
DeutMCQuestions.pdf,Dt,2,27,What city sits on  the rim of the Arnon Gorge (Deut 2:36)?,Hesbon,Medaba,Aroer,Ephrath,C,A
DeutMCQuestions.pdf,Dt,2,28,"Israel captured the land of Sihon from the Arnon Gorge to the  
 __________ valley (Deut 2:37)",The Arnon,The Zered,The Jabbok,The Kidron,C,I
DeutMCQuestions.pdf,Dt,2,29,"Israel captured the land of Sihon from the Arnon Gorge even unto  
 the region of ______ (Deut 2:36)",Negev,Shephelah,Arabah,Gilead,D,I
DeutMCQuestions.pdf,Dt,3,1,What region was king Og from (Deut 3:1) ?,Gilead,Mispeh,Arabah,Bashan,D,I
DeutMCQuestions.pdf,Dt,3,2,Og and Israel did battle at _______ (Deut 3:1),Medaba,Heshbon,Edrei,Jahaz,C,A
DeutMCQuestions.pdf,Dt,3,3,"How many cities did Israel take when they were victorious over  
 Og (Deut 3:4)?",40,60,75,80,B,A
DeutMCQuestions.pdf,Dt,3,4,The cities taken from Og were walled with ___________ (Deut 3:5),Gates and bars,Moats and water,Archers and rock throwers,Rock and mortar,A,I
DeutMCQuestions.pdf,Dt,3,5,What did Israel carry off from the cities of Og (Deut 3:7)?,Women and children,Weapons and supplies,Livestock and plunder,Their gods and storehouses,C,I
DeutMCQuestions.pdf,Dt,3,6,"Israel completely destroyed the cities of Og which meant that  
 (Deut 3:6)",All the men were slain,"All the men, women and  children were slain",All the people and cattle were slain,The whole city was burned to the ground,B,B
DeutMCQuestions.pdf,Dt,3,7,"After defeating Og, the boundaries in trans -jordan were set from  
the Arnon Gorge to (Deut 3:8)",Mount Hor,Mount Tabor,Mount  Gilboa,Mount Hermon,D,I
DeutMCQuestions.pdf,Dt,3,8,Mount Hermon is called ______ by the Sidonians (Deut 3:9),Sirion,Senir,Shivta,Sheba,A,A
DeutMCQuestions.pdf,Dt,3,9,Mount Hermon is called ______ by the Amorites (Deut 3:9),Sirion,Senir,Shivta,Sheba,B,A
DeutMCQuestions.pdf,Dt,3,10,Og was the only one left of the __________ (Deut 3:11),Anakites,Hemanites,Amalekites,Rephaites,D,I
DeutMCQuestions.pdf,Dt,3,11,Og's bed was (Deut 3:11),Made of brass and 9 feet by 6 feet,Made of silver and 10 feet by 4 feet,Made of iron and 13 feet by 6 feet,Made silk and silver and 15 feet by 7 feet,C,I
DeutMCQuestions.pdf,Dt,3,12,"The Reubenites and Gadites got the territory in trans -jordan  
 (Deut 3:12)",From the Arnon Gorge to half of the hill country of Gilead,From the Arnon Gorge to the valley of Zered,From Mount Hermon to the Jabbok gorge,All the region on the other side of Jordan,A,I
DeutMCQuestions.pdf,Dt,3,13,"The bed of Og was taken to what location after the Israelites defeated  
 him (Deut 3:11)?",Medaba of the Moabites,Rabbah o f the Ammonites,Selah of the Edomites,Ar of the Moabites,B,A
DeutMCQuestions.pdf,Dt,3,14,The rest of Gilead and Bashan was given to (Deut 3:13),The Reubenites,The Gadites,The Danites,Half the tribe of Manasseh,D,B
DeutMCQuestions.pdf,Dt,3,15,Who took the whole regi on of Argob (Deut 3:14)?,Caleb,Jair,Zelophehad,Azzan,B,A
DeutMCQuestions.pdf,Dt,3,16,Argob is on the border of what two tribal regions (Deut 3:14)?,Moabites and Edomites,Amalekites and Amorites,Gershurites and Maacathites,Rephaites and An akites,C,A
DeutMCQuestions.pdf,Dt,3,17,"What place was named after Jair ""to this day"" (Deut 3:14)?",Havvoth Jair,Shemoth Jair,Mizpeh Jair,Ramon Jair,A,A
DeutMCQuestions.pdf,Dt,3,18,What river was a border with the Ammonites (Deut 3:16)?,Jordan river,Jabbok river,Litani river,River of Egypt,B,I
DeutMCQuestions.pdf,Dt,3,19,The Jordan river lies in the ________ (Deut 3:17),Maktesh,Pisgah,Mizpeh,Arabah,D,B
DeutMCQuestions.pdf,Dt,3,20,"The western tribal border for Reuben and Gad followed the Jordan  
 River from ___________ to the S alt Sea (Deut 3:17)",Red Sea,Panion,Kinnereth,Ram,C,I
DeutMCQuestions.pdf,Dt,3,21,"The trans -jordan tribes had to supply Israel with all their ______  
(Deut 3:18)",Supplies,Able -bodied men,Priest and Levites,Weapons and plunder,B,I
DeutMCQuestions.pdf,Dt,3,22,"Who was able to stay behind and not cross over the Jordan from  
 the tribes of Reuben, Gad and half of Manasseh (Deut 3:19)?","Their women, children and cattle",Their women and children,Their women and children and one tenth of the men,"Their  women, children and shepherds",A,I
DeutMCQuestions.pdf,Dt,3,23,When could those of Reuben and Gad return home (Deut 3:20)?,When the tabernacle rested in Shiloh,When Israel defeated their enemies on the other side of Jordan,When the LORD gave their brothers res t and their own land,When the LORD gave them the command,C,I
DeutMCQuestions.pdf,Dt,3,24,"Joshua was told not to be afraid of the kingdoms on the other side of  
 Jordan because ________ (Deut 3:22)",The LORD would bless wherever he walked,The LORD would supply al l their needs,The LORD would terrify their enemies,The LORD would fight for him,D,B
DeutMCQuestions.pdf,Dt,3,25,The Moses encouraged Joshua saying (Deut 3:21f),"As God had done to the two kings he would do the same for  
Joshua","As the LORD had been with Mo ses now he would be with  
  Joshua","As the LORD had defeated Pharaoh in Egypt so he would do  
  the same in Canaan","As the LORD put plagues on Israel in the wilderness now he  
  would put these plagues on the Canaanites",A,I
DeutMCQuestions.pdf,Dt,3,26,What request of Moses did God deny (Deut 3:24ff)?,His request to stay with tribe of Reuben,His request to cross the Jordan,His request to continue the manna,His request to forgive him for striking the rock,B,B
DeutMCQuestions.pdf,Dt,3,27,"God ordered Moses to climb what mountain in order to see the  
land God was giving Israel (Deut 3:27)?",Horeb,Senir,Pisgah,Gilboa,C,B
DeutMCQuestions.pdf,Dt,3,28,"Moses was commanded to do all of the following to Joshua EXCEPT  
 (Deut 3:28)",Commision him,Encourage him,Strengthe n him,Train him,D,B
DeutMCQuestions.pdf,Dt,3,29,"When Moses was commanded to climb Pisgah, Israel was camped in  
 the valley near _________ (Deut 3:29)",Ar,Beth -Peor,Beth -Aven,Shechem,B,A
DeutMCQuestions.pdf,Dt,4,1,What did Mos es command the Israelites to hear (Deut 4:1),The ten commandments from the tablets of stone,The laws and decrees he was about to teach them,The words of God which he spoke,"The voice of God from the pillar of cloud over the tabernacle  
B:B:D t:4 
 
2.  The Israelites were to follow the laws and decrees so that  
 (Deut 4:1)  
 A. They would go in and take possession of the land  
 B. They would have no more plagues  
 C. They would be holy and righteous before God  
 D. They would offer sacrifices tha t were acceptable to God",A,B
DeutMCQuestions.pdf,Dt,4,3,Who was giving Israel the land (Deut 4:1),God Almighty,The LORD of hosts,The God of your fathers,The LORD of Sinai,C,B
DeutMCQuestions.pdf,Dt,4,4,"The Israelites were not to do what to the commands of the LORD God  
that Moses was giving them (Deut 4:2)?",Reject them,Hide them in their tents,Give them to the nations they were fighting,Add to or subtract from them,D,B
DeutMCQuestions.pdf,Dt,4,5,What had the Israelites seen God do at Baal Peor (Deut 4:3)?,Destroyed the Mi dianites,Destroy anyone who followed Baal Peor,Destroyed Baalam who Balak had hired to curse them,Destroyed those that had opposed them,B,I
DeutMCQuestions.pdf,Dt,4,6,"Who did Moses say was still alive ""this day"" (Deut 4:1)?",Those that held fast to the LO RD,Those that worshipped God,Those that did not touch the unclean thing at Peor,Those that saw God's mighty hand at Sinai,A,I
DeutMCQuestions.pdf,Dt,4,7,"Moses taught them the decrees and laws that the LORD God commanded  
 him so that _________ (Deut 4:5)",They would not be enticed by the peoples of the land,They would worship God in spirit and truth,They would follow them in the land they were entering,They would listen to the voice of the LORD their God,C,B
DeutMCQuestions.pdf,Dt,4,8,"Observing the decrees and l aws would show what two qualities to the  
 nations (Deut 4:6)?",Faithfulness and obedience,Justice and compassion,Holiness and righteousness,Wisdom and understanding,D,B
DeutMCQuestions.pdf,Dt,4,9,"Moses asked what other nation had God so near whenever they  
_________ as Israel did (Deut 4:7)",Worshipped,Prayed,Walked,Were in trouble,B,I
DeutMCQuestions.pdf,Dt,4,10,"Moses asked what other nations had such ________ decrees as  
 the body of laws he was setting before them (Deut 4:8)",Just,Holy,Righteous,Good,C,I
DeutMCQuestions.pdf,Dt,4,11,"Moses warned Israel not to ________ the things their eyes had seen  
 (Deut 4:9)",Forget,Disobey,Reject,Dismiss,A,B
DeutMCQuestions.pdf,Dt,4,12,"In order that the things they had seen not be forgotten, the Israelites  
 were to (Deut 4:9)",Each write them down,Teach them to their children,Read about them every day,Talk to each other about them,B,B
DeutMCQuestions.pdf,Dt,4,13,"God assembled the Israelites at Horeb so they would hear his words  
 and learn to _______ him (Deut 4:10)",Obey,Follow,Listen to,Revere,D,B
DeutMCQuestions.pdf,Dt,4,14,From Horeb God spoke to his people from (Deut 4:12),The Tent of Meeting,A pillar of cloud,A fire,Mighty wind,C,B
DeutMCQuestions.pdf,Dt,4,15,While Israel heard God's voice at Horeb they did not (Deut 4 :13),Understand what he said,See his form,Listen to his words,Draw near to touch him,B,B
DeutMCQuestions.pdf,Dt,4,16,God declared his covenant to the Israelites at Horeb called (Deut 4:13),The ten commandments,The law of the LORD,The covenant of circumcision,"The covenant of Abraham, Isaac and Jacob",A,B
DeutMCQuestions.pdf,Dt,4,17,God wrote the ten commandments on (Deut 4:13),Their hearts,The pages of a book,Two tablets of stone,The side of the mountain,C,B
DeutMCQuestions.pdf,Dt,4,18,"The laws and decrees Go d directed Moses to teach were to be  
 followed (Deut 4:14)",In the desert in which they were traveling,In the land they were crossing Jordan to possess,Always,As they conquered the other nations,B,I
DeutMCQuestions.pdf,Dt,4,19,"Israel was not to make an id ol of any shape of a person or animal  
 because (Deut 4:15)",Animals were God's creation and not to be worshipped,All idols were to be destroyed,God is not like a rock image which cannot speak or act,They saw no form when God spoke to them at Horeb,D,B
DeutMCQuestions.pdf,Dt,4,20,What should Israel not be enticed to worship (Deut 4:19)?,"Sun, moon and stars",Animals that move and crawl,Kings and priests,Rocks and trees,A,B
DeutMCQuestions.pdf,Dt,4,21,"God brought Israel out of the iron -smelting _______ of Egyp t  
(Deut 4:20)",Idolatry,Chains,Furnace,Mines,C,B
DeutMCQuestions.pdf,Dt,4,22,"God brought Israel out of Egypt to be a people of his ________  
 (Deut 4:20)",Covenant,Inheritance,Priesthood,Law,B,B
DeutMCQuestions.pdf,Dt,4,23,Moses said the LORD was angry at hi m because (Deut 4:21),He struck the rock,He had not obeyed fully,He did not listen to the voice of the LORD,Of them (the Israelites),D,B
DeutMCQuestions.pdf,Dt,4,24,"Moses said the LORD was giving them the good land as a(n)  
 _________ (Deut 4:21)",Sign,Down payment,Inheritance,Treasure,C,B
DeutMCQuestions.pdf,Dt,4,25,Israel was to be careful not to forget __________ (Deut 4:23),The covenant,The miracles of the LORD,Moses,What God did to Korah,A,B
DeutMCQuestions.pdf,Dt,4,26,Moses said God was a consuming fir e and a _______ God (Deut 4:24),Zealous,Angry,Jealous,Holy,C,B
DeutMCQuestions.pdf,Dt,4,27,"Who did Moses call as witnesses that if Israel made idols they would  
 perish (Deut 4:26)?",Joshua and Caleb,Heaven and earth,The altar and the ark,The trees and rocks,B,I
DeutMCQuestions.pdf,Dt,4,28,"If Israel pursued idols all of the following would happen to them  
 EXCEPT (Deut 4:27)",They would be scattered,Only a few would survive,They would worship man -made gods,Their children would die before they  would,D,I
DeutMCQuestions.pdf,Dt,4,29,The scattered Israelites would find God if they (Deut 4:29),Looked for him with all their heart and soul,Confessed their sins and destroy their idols,Returned to Horeb and remember the laws,Humbled themselves and pray ed,A,B
DeutMCQuestions.pdf,Dt,4,30,"Moses said gods of wood and stone could not do any of the following  
 EXCEPT (Deut 4:28)",See,Hear,Touch,Smell,C,A
DeutMCQuestions.pdf,Dt,4,31,"When distress comes on the Israelites in the latter days they were to  
 (Deut 4:29)",Repent and confess,Return and obey,Worship and cleanse,Draw near and come back to the land,B,I
DeutMCQuestions.pdf,Dt,4,32,"Because God is a merciful God, Moses said he would do all of the  
following EXCEPT (Deut 4:31)",Not abandon them,Not destroy them,Forget the covenant,Not harden his heart,D,I
DeutMCQuestions.pdf,Dt,4,33,"Moses said that no other nation or people since the creation had ever  
 (Deut 4:33)",Heard the voice of God speaking out of a fire and lived,Saw God face to face a nd lived,Saw their gods  split the sea and rescue them,Walked in the desert with God feeding them from a rock,A,B
DeutMCQuestions.pdf,Dt,4,34,"Moses said that no other god had taken nation out of  another nation by  
all of the following EXCEPT (Deut 4:34)",A mighty hand and outstretched a rm,The great and awesome deeds,Walls of water and chariots of fire,Miraculous signs and wonders,C,B
DeutMCQuestions.pdf,Dt,4,35,"God had shown Israel his mighty hand in the awesome signs bringing  
them out of Egypt so that they would know (Deut 4:35)",He ke eps his word forever,The LORD is God there is no other,His commandments forever,The glory of the LORD fills the whole earth,B,B
DeutMCQuestions.pdf,Dt,4,36,God brought them out of Egypt because he loved _______ (Deut 4:37),Them,The whole world,His chosen ones,Their forefathers,D,I
DeutMCQuestions.pdf,Dt,4,37,"Moses advised them to keep the commandments for all of the following  
 reasons EXCEPT (Deut 4:40)",So that the world would know God's laws,So that it will go well with them,So that they may live long in the land,So that it will go well with their children,A,B
DeutMCQuestions.pdf,Dt,4,38,"All of the following were cities of refuge on the other side of the  
 Jordan EXCEPT (Deut 4:43)",Bezer in the desert,Ramoth in Gilead,Ar in Moab,Golan in Bashan,C,A
DeutMCQuestions.pdf,Dt,4,39,"How many cities of refuge did Moses assign on the other side of the  
 Jordan (Deut 4:41)",3,6,12,24,A,A
DeutMCQuestions.pdf,Dt,4,40,"The cities of refuge were for someone who had killed someone  
 (Deut 4:42)",In war,Without malice afor ethought,By means of a sword,Who had murdered their brother,B,B
DeutMCQuestions.pdf,Dt,4,41,"Moses gave Israel all of the following in the valley near Beth Peor  
EXCEPT (Deut 4:46)",Stipulations,Laws,Covenants,Decrees,C,I
DeutMCQuestions.pdf,Dt,4,42,"The territory Moses c aptured from Og and Sihon extended from  
 Ar on the rim of the Arnon Gorge to (Deut 4:48)",Gilead,Bashan,Mount Tabor,Mount Siyon,D,I
DeutMCQuestions.pdf,Dt,4,42,Mount Siyon is another name for what mountain (Deut 4:48)?,Tabor,Olives,Hermon,Horeb,C,A
DeutMCQuestions.pdf,Dt,4,43,"The territory Moses captured from Og and Sihon extended from  
 _________ to Mount Siyon (Deut 4:48)",The Jabbok river,The Arnon Gorge,The valley of Zered,The plains of Jericho,B,I
DeutMCQuestions.pdf,Dt,5,1,What did God make with Israel at Horeb (Deut 5:2),An alliance,A truce,A covenant,An agreement,C,B
DeutMCQuestions.pdf,Dt,5,2,"At Horeb, Moses said God did not make a covenant with whom  
(Deut 5:3)?",Their fathers,Their enemies,Their ne ighbors,The birds of the sky,A,I
DeutMCQuestions.pdf,Dt,5,3,How did God speak to Israel out of the fire on Mount Horeb (Deut 5:4)?,Mouth to mouth,Face to face,In a dark cloud,From between the cherubim,B,I
DeutMCQuestions.pdf,Dt,5,4,"Where did Moses stand when God spoke f rom the fire at Horeb  
 (Deut 5:5)?",Between the fire and the LORD,Between the mountain and the LORD,Between the LORD and Israel,Between the LORD and the tabernacle,C,B
DeutMCQuestions.pdf,Dt,5,5,Why did Moses stand between God and Israel at Horeb (Deut 5: 5)?,Because Israel was shamed by their sin,Because Israel feared a plague,Because Israel wanted Moses to present their requests,Because Israel was afraid of the fire,D,B
DeutMCQuestions.pdf,Dt,5,6,"God identified himself as the LORD your God who brought yo u out of  
 Egypt (Deut 5:6)",Out of the land of slavery,Out of the pits for making bricks,Out of the idolatry of Egypt,Out from under Pharaoh's hand,A,B
