book_name,book_code,chapter,question_number,question,option_a,option_b,option_c,option_d,correct_option,difficulty
Hosea,Hs,1,21,"What would they be called in the place where it was said “you are not my people” 
(Hos 1:10)?",You are the children of Abraham,You are the sons of the living God,You are the faithful ones,You are indeed my children,B,B
Hosea,Hs,1,22,"What will happen to the people of Judah and Israel when they are called the sons of 
the living God (Hos 1:11)?",They wo uld inherit the promised land,They would see the Lord their God,They would be reunited,They would return God with a whole heart,C,B
Hosea,Hs,1,23,"What day would result in Israel and Judah being reunited under one leader (Hos 
1:11)?","The Day of Armageddon  
7",The Day of Atonement,The Day of the Lord,The Day of Jezreel,D,I
Hosea,Hs,2,1,Why does Hosea say “rebuke your mother” (Hos 2:2)?,Because she is not his wife,Because she faithful to others,Because she has rejected the ways of the Lord,Because she had rejected her children,A,B
Hosea,Hs,2,2,"What does Hosea say adulterous Israel should remove from between her breasts (Hos 
2:2)?",Her lovers,Unfaithfulness,Wickedness,Oppression,B,I
Hosea,Hs,2,3,"God said if Israel does not remove the adulterous look from her face what will he do 
(Hos 2:3)?",Send her away into exile from which she shall never return,Give her into the hands of her enem ies,Strip her naked as the day she was born,Smite her with locusts,C,B
Hosea,Hs,2,4,"God said if Israel does not remove the adulterous look from her face what will he do 
(Hos 2:3)?",Stone her,"Send her out of the land  
9",Send locusts to destroy  her land,Slay her with thirst,C,I
Hosea,Hs,2,5,Why would God not show his love to Isreal’s children (Hos 2:4)?,Because they have rebelled against him,Because they have run away from him,Because they have rejected his word,Because they are children of adultery,D,B
Hosea,Hs,2,6,She (Israel) attributed all of the following to her lovers EXCEPT (Hos 2:5),Food,Water,Bread,"Olive oil  
  E. Wool",C,A
Hosea,Hs,2,7,With what would God block Israel’s path (Hos 2:6)?,A wall of stone,Thornbushes,A fence of cedar,Fire,B,I
Hosea,Hs,2,8,In what did her mother concieve her children (Hos 2:5)?,"Disgrace  
10",Unrighteousness,Squallor,Foolishness,A,I
Hosea,Hs,2,9,To whom did unfaithful Israel attribute her food and wo ol (Hos 2:5)?,Her cunning,Her lovers,The work of her own hands,The gods of Ammon,B,B
Hosea,Hs,2,10,Why did God say he would wall Israel in (Hos 2:6)?,So she could not run after her lovers,So she would pay for the wrongs she had done,So she could not find her way,So she would turn back to him,C,I
Hosea,Hs,2,11,Who will Israel chase after unsuccessfully (Hos 2:7)?,Her children,Her desires,Gold and silver,Her lovers,D,B
Hosea,Hs,2,12,Why will Israel go back to her hu sband (Hos 2:7)?,"Because she loved him  
11",Because he would love her again,Because she was better off then,Because she desired to walk in his ways,C,B
Hosea,Hs,2,13,What did Israel refuse to acknowledge (Hos 2:8)?,That she had done anything wrong,That God had given her grain and oil,That God had pursued her with an everylasting love,That God would accept her back,B,B
Hosea,Hs,2,14,"What did God say he had given Israel all of the following even though she would not 
acknowledge it?","Grain, new wine and oil",Linen and wool,Provision and protection,Love,A,I
Hosea,Hs,2,15,What did Israel not acknowledge that God had lavish ed on her (Hos 2:8)?,Love,Silver and gold,Figs and olives,Rain,B,I
Hosea,Hs,2,16,"What had they used the gold and silver God had lavished on them for (Hos 2:8)?  
12",To oppress the poor,For their own lusts,For Baal,For their festiv als,C,B
Hosea,Hs,2,17,God said he would take away all of the following from Israel EXCEPT (Hos 2:9),Grain,New wine,Wool and linen,Rain,D,I
Hosea,Hs,2,18,Why had God given them wool and linen (Hos 2:9)?,To keep her warm,To make her look be autiful,To cover her nakedness,For her to dye in purple,C,I
Hosea,Hs,2,19,What will God expose in front of her lovers (Hos 2:10)?,Her poverty,Her lewdness,Her shame,Her desires,B,I
Hosea,Hs,2,20,"To whom will God expose her (Israel’s) lewdness (Hos 2:10)?  
13",The eyes of her lovers,The rituals of her priests,To her children,To all the world,A,B
Hosea,Hs,2,21,God sadi he would stop all of the following in Israel EXCEPT (Hos 2:11),Her yearly festivals,Her year  of Jubilee,Her Sabbath days,Her New Moons,B,A
Hosea,Hs,2,22,What did Israel see as payment from her lovers ( Hos 2:12)?,Her wheat and barley,Her oil and wine,Her vines and fig trees,Her olives and pomegrantes,C,A
Hosea,Hs,2,23,For what days did God say he would punish Israel (Hos 2:13)?,She sacrificed to the Baals,She ran after her lovers,She cut poles for Asherah,She burned incense to the Baals,D,I
Hosea,Hs,2,24,"How did Israel deck herself for her lovers (Hos 2:13)?  
14",With fine linen and gold,With ivory and bracelets,With rings and jewelry,With scarlet and purple,C,I
Hosea,Hs,2,25,"While Israel decked herself with jewelry for her lovers what did she do to the Lord 
(Hos 2:13)?",She despised him,She forgot him,She wandered away from him,She cursed him,B,B
Hosea,Hs,2,26,To where would God allure his wayward bride Israel (Hos 2:14)?,To the desert,To gentle streams,To a shaded grove of sycamore trees,To the threshing floor,A,B
Hosea,Hs,2,27,Wh at would God make a door of hope for Israel (Hos 2:15)?,The forest of Lebanon [love],The Valley of Achor [trouble],The Valley of Jezreel [planted],The Valley of Hinnom [compassion],B,B
Hosea,Hs,2,28,When did God look back and remember Israel singing to him (Hos 2:15)?,When they were fed with manna in the wilderness,On the day David was anointed king,On the day they came out of Egypt,On the day when the temple was built,C,B
Hosea,Hs,2,29,In “that day” what would Israel call the Lord (Hos 2:16)?,My beloved,My soul mate,My master,My husband,D,B
Hosea,Hs,2,30,In “that day” what would Israel NOT call the Lord (Hos 2:16)?,My beloved,My soul mate,My master,My husband,C,B
Hosea,Hs,2,31,What did God say he would re move from Israel’s lips (Hos 2:17)?,The pomegranate lip stick,The names of the Baals,The desire for her lovers,The voice of want and need,B,B
Hosea,Hs,2,32,In “that day” with whom would God make a covenant for Israel (Hos 2:18)?,With the beasts of the field,With all her enemies,With those who have led her astray,With her lovers,A,I
Hosea,Hs,2,33,"In “that day” God said he would banish all of the following from Israel EXCEPT  
(Hos 2:18)",Bow,Spear,Sword,Battle,B,I
Hosea,Hs,2,34,"What will be the result of God’s banishing the bow from Israel in that day (Hos 
2:18)?",They will burn their idols with fire,They will praise the Lord their maker,They will lie down in safety,They will return to the Lord their God,C,B
Hosea,Hs,2,35,How will God betroth Israel forever (Hos 2:19)?,In wisdom and favor,In compassion and mercy,In forgiveness and redemption,"In righteousness and justice  
17",D,B
Hosea,Hs,2,36,God said he would betroth Israel in all of the following EXCEPT  (Hos 2:19f),Love,Compassion,Wisdom,"Righteousness  
 E. Justice",C,I
Hosea,Hs,2,37,When God betroths Israel in faithfulness what will be Isarel’s response (Hos 2:20)?,They will offer sacrifices is the Lord’s name,They will acknowledge the Lord,They will turn to the Lord,They will pursue the Lord,B,B
Hosea,Hs,2,38,In “that day” what will response to the earth (Hos 2:21)?,The Lord,The rivers,The skies,The trees,C,I
Hosea,Hs,2,39,In “that day” what will respond to the new wine and oil (Hos 2:22)?,Gilboa,My people,"The leaders of Israel  
18",Jezreel,D,A
Hosea,Hs,2,40,What will God do with Israel in the land in “that day” (Hos 2:23)?,Plant her for himself,Put her by streams of water,Rain on her land,Sew seed of rich blessing,A,I
Hosea,Lv,1,41,What will do for the one called “Not my loved one” (Hos 2:23)?,He will plant her in Zion,He will show his love to her,He will forgive her sins,He will bring her back,B,B
Hosea,Hs,2,42,Wh at will God call those he called “Not my people” (Hos 2:23)?,My children,My garden,My people,My sheep,C,B
Hosea,Hs,3,1,What did God command Hosea to do when his wife was loved by another (Hos 3:1)?,"Forgive her  
19",Show her his love again,Cast her out,Bring her into his garden,B,B
Hosea,Hs,3,2,Hosea was to love Gomer even as ___________ (Hos 3:1),God loved those who have rebelled against him,God has loved the whole world even though the world rejected him,God has love Israelites who have turned to other gods,God has sent rain on the just and the unjust,C,B
Hosea,Hs,2,3,What had the Israelites loved in their turning to other gods (Hos 3:1)?,Their sacrifices of sheep and goats,Their oil and wine,Their bre ad and incense,Their raisin cakes,D,I
Hosea,Hs,3,4,For how much did Hosea buy Gomer back (Hos 3:2)?,Thirty pieces of silver and a hin of oil,Five pieces of gold and a basket of summer fruit,Fifteen pieces of silver and some barley,Two hundred loaves of bread and a hin of oil,C,A
Hosea,Hs,3,5,What requirement did Hosea put on Gomer when he bought her back (Hos 3:3)?,"She must stay in Jerusalem  
20",She must not be intimate with any man,She must put on sackcloth and ashes of reprentanc e,She must learn the ways of the Lord day and night,B,B
Hosea,Lv,3,6,"Hosea says the Israelites will live without all of the following for may days EXCEPT 
(Hos 3:4)?",Altar and temple,King or prince,Sacrifice,"Sacred stones  
 E. Ephod or idol",A,I
Hosea,Hs,3,7,"Who will the Israelites return and seek after spending time without sacred stones and 
idols (Hos 3:5)?",The Lord their God and Moses his servant,The Lord their God and David their king,The Lord their God and Aaron his priest,The Lord their God alone,B,B
Hosea,Hs,3,8,How will Israel approach God and his blessings in the last days (Hos 3:5)?,With loyal love,With love,With trembling,With shame,C,I
Hosea,Hs,4,1,What is the Lord bringing against the Israelites (Hos 4:1)?,A drought,A storm,An enemy,A charge,D,A
Hosea,Hs,4,2,God said all of the following were not found in the land EXCEPT (Hos 4:1),No faithfulness,No love,No compassion,No acknowledgment of God,C,B
Hosea,Hs,4,3,God said all of the following was found in the land EXCEPT (Hos 4:2)?,Cursing,Coveting,Lying,"Murder  
 E. Adultery",B,A
Hosea,Hs,4,4,Because of Israel’s sins what did God say was the response of the land (Hos 4:3)?,The lands mourns,The lands has drought,"The lands perishes  
22",The land repents,A,B
Hosea,Hs,4,5,Who/what does God describe as wasting away in the land (Hos 4:3)?,The birds of the air,The animals in the pen,The beasts of the field,The fish of the sea,B,I
Hosea,Hs,4,6,What did God say the people bringing charges are like (Hos 4:4)?,A fickle stream that knows no bounds,A dead tree dried up from its roots up,A person bringing charges against a priest,One who rebels against the king,C,I
Hosea,Hs,4,7,Who does God say stumbles with the Israelites (Hos 4:5)?,The priests,The kings,The elders,The prophets,D,I
Hosea,Hs,4,8,From what does God say his people are destroyed (Hos 4:6)?,The lack of faithfulness,Their rebellion against the  Almighty,"The lack of knowledge  
23",The lack of love,C,B
Hosea,Hs,4,9,What would God do because they had rejected knowledge (Hos 4:6)?,He would reject their children,He would reject their priests,He would reject their prophets,He would reject their prayers,B,I
Hosea,Hs,4,10,Why did God say he would ignore their children (Hos 4:6)?,Because they had ignored his law,Because they had ignored justice,Because they had ignored mercy,Because they had ignored the poor,A,B
Hosea,Hs,4,11,What did the priest exchange for something disgraceful (Hos 4:7)?,The law of their God,Their Glory,The gifts of God,Their children,B,B
Hosea,Hs,4,12,On what did God say the priests feed (Hos 4:8)?,The wind,The sacrifices of the wicke d,"The sins of God’s people  
24",The food of the poor,C,B
Hosea,Hs,4,13,What did God say the people were like (Hos 4:9)?,Their prophets,Their kings,Their fathers,Their priests,D,B
Hosea,Hs,4,14,What did God say he would repay the Israelites for ( Hos 4:9)?,Their rebellion,Their idolatry,Their deeds,Their unfaithfulness,C,I
Hosea,Hs,4,15,What did God say would happen to his people when they ate (Hos 4:10)?,They would vomit,They would not have enough,They would be sick,Their stomachs would burst,B,I
Hosea,Hs,4,16,What did God say would not cause them to increase (Hos 4:10)?,Their prostitution,Their harvests,"Their planting  
25",Their idolatry,A,B
Hosea,Hs,4,17,Why would their prostitution not resu lt in their increasing (Hos 4:10)?,Because they had not followed the ways of the Lord,Because they had deserted the Lord,Because they had profaned the name of the Lord,Because their idols would take away their increase,B,I
Hosea,Hs,4,18,What di d God say took away the understanding of his people (Hos 4:11)?,The lies of the priests,The false promises of the prophets,Old wine and new,The idols of their foreign wives,C,I
Hosea,Hs,4,19,By what does Hosea say Israel is answered (Hos 4:12)?,A rock,Dreams and visions,False prophets,A stick,D,I
Hosea,Hs,4,20,What does Hosea say leads Isarel astray (Hos 4:12)?,An evil spirit,Their pursuing their desires,"A spirit of prostitution  
26",The words of the false prophets,C,B
Hosea,Hs,4,21,Where does Israel sacrifice (Hos 4:13)?,Under every green tree,On the mountaintops,Beside springs,At Dan and Bethel,B,B
Hosea,Hs,4,22,To what do Israel’s daughters -in-law turn (Hos 4:13)?,Adultery,Immorality,Prostitution,Gods of stone,A,A
Hosea,Hs,4,23,Why will God not punish their daughters who turn to prostitution (Hos 4:14)?,They are just acting like their mothers,The men themselves consort with harolots,They do not know how to do what is rig ht,They have forgotten the Lord,B,I
Hosea,Hs,2,24,"What does Israel do under oak, poplar and terebinth trees (Hos 4:13)?",They commit immorality,They worship other gods,"They sacrifice  
27",They build altars,C,I
Hosea,Hs,4,25,With whom/what do the men of Israel sacrifice (Hos 4:14)?,Their own children,Sheep and goats,New wine,Shrine prostitutes,D,B
Hosea,Hs,4,26,What two sites does God tell Israel and especially Judah not to go (Hos 4:15)?,Jericho and Gibeon,Jerusalem and Bethe l,Gilgal and Beth Aven,Tekoa and Shiloh,C,I
Hosea,Hs,4,27,Like what does God say Israelites are stubborn as (Hos 4:16)?,A stubborn goat,A stubborn heifer,A stubborn ox,A stubborn child,B,I
Hosea,Hs,4,28,To what is Ephraim joined (Hos 4:17)?,Idols,Foreigners,"Injustice  
28",Drought and disaster,A,B
Hosea,Hs,4,29,What do Israel’s rulers dearly love (Hos 4:18)?,Their olive groves,Their shameful ways,Their unfaithfulness,Their injustice,B,I
Hosea,Hs,4,30,Even when their drinks are gone what do they continue (Hos 4:18)?,Their rebellion against the Lord,Their holiness of their God,Their prostitution,Their pursuing high places,C,B
Hosea,Hs,4,31,What will bring Israel shame (Hos 4:19)?,Judgment,A curse,Drought,Shame,D,I
Hosea,Hs,4,32,What will sweep them away (Hos 4:19)?,A thunderstorm,A east wind,"A whirlwind  
29",The breath of the Almighty,C,I
Hosea,Hs,5,1,"All of the following God addressed telling them to hear, pay attenti on and listen 
EXCEPT (Hos 5:1)",You priests,You Israelites,You prophets,O royal house,C,A
Hosea,Hs,5,2,Where had the priests and royal house been a snare (Hos 5:1)?,Jerusalem,Mizpah,Bethel,Tekoa,B,A
Hosea,Hs,5,3,What was to happen as a judgment at Tabor (Hos 5:1)?,A net was spread out,A snare was set,A pit was dug,A trip line was set,A,I
Hosea,Hs,5,4,What did God say the rebels were deep in (Hos 5:2)?,Injustice,Unfaithfulness,"Idolatry  
31",Slaughter,D,A
Hosea,Hs,5,5,What did God say Ephraim had turned to (Hos 5:3)?,Murder,Coveteousness,Prostitution,Injustice,C,B
Hosea,Hs,5,6,What did God say did not permit Israel to return to their God (Hos 5:4)?,Their lying,Their deeds,Their betrayal,Their idols,B,B
Hosea,Hs,5,7,What did God say was in Israel’s heart (Hos 5:4)?,A spirit of prostitution,A spirit of wickedness,A spirit of coveteousness,A spirit of rebellion,A,B
Hosea,Hs,5,8,What testifies against the Israelites (Hos 5:5)?,Their jealousy,Their rebellion,"Their arrogance  
32",Their injustice,C,B
Hosea,Hs,5,9,Who stumbled with Ephraim in their sin (Hos 5:5)?,Benjamin,Manasseh,The Levites,Judah,D,I
Hosea,Hs,5,10,When will Israel not find the Lord (Hos 5:6)?,When they go with their flocks to seek him,When they pursue other gods,When they reject his covenant,When they spurn his love,A,I
Hosea,Hs,5,11,Why will Israel not find the Lord after seeking him (Hos 5:6)?,He has hid himself in a dark cloud,He has withdrawn himself from them,He has turned away from them,He has closed his ears to their cries,B,B
Hosea,Hs,5,12,What will devour them and their fields (Hos 5:7)?,Their unfaithfulness,Their enemies,"Their N ew Moon festivals  
33",Their sacrifices to Baal,C,I
Hosea,Hs,5,13,"All of the following cities in Benjamin were to sound the trumpet and raise the battle 
cry EXCEPT (Hos 5:8)?",Gibeah,Ramah,Beth Aven,Gibeon,D,A
Hosea,Hs,5,14,What tribe in particular will be laid waste on the day of reckoning (Hos 5:9)?,Benjamin,Ephraim,Judah,Dan,B,I
Hosea,Hs,5,15,What are Judah’s leaders like (Hos 5:10)?,Those who pursue prostitutes,Those who turn away from the Lord,Those who move boundary stones,Those who a blind and deaf,C,I
Hosea,Hs,5,16,Who are like those who move boundary stones (Hos 5:10)?,The leaders of Judah,"The priests of Beth Aven  
34",The prophets of Megiddo,The children of Ephraim,A,I
Hosea,Hs,5,17,Like what w ill God pour out his wrath on the leaders of Israel (Hos 5: 10)?,Like a thunderstorm,Like a tidal wave,Like a flood of water,Like a locust plague,C,B
Hosea,Hs,5,18,What did God say he would be like to Ephraim (Hos 5:12)?,A bear,A vulture,A worm,A moth,D,B
Hosea,Hs,5,19,What did God say he would be like to the people of Judah (Hos 5:12)?,A drought,A blight,A rot,A bear,C,I
Hosea,Hs,5,20,To whom did Ephraim turn when he saw his sickness (Hos 5:13)?,Egypt,"Assyria  
35",Baal,The Queen of Heaven,B,B
Hosea,Hs,5,21,To whom did Ephraim send when he saw his sickness (Hos 5:13)?,The great king,Pharaoh,The mercenaries of Aram,The priests of Nob,A,I
Hosea,Hs,5,22,What could the great king of Assyria not do  (Hos 5:13)?,Fight against the Lord,Free Israel from God’s judgment,Cure Ephraim,Release the captives of Judah,C,B
Hosea,Hs,5,23,What would God be like to Ephraim (Hos 5:14)?,A bear,A vulture,A worm,A lion,D,B
Hosea,Hs,5,24,What would God do to Ephraim and Judah (Hos 5:14)?,Throw them down to the ground,"Tear them to pieces  
36",Crush them in the dust,Burn them with fire,B,I
Hosea,Hs,5,25,"God said he would go back to his place after carrying Israel off until Israel does what 
(Hos 5:15)?",Admits their guilt,Turns to the Lord,Offers sacrifices from the heart,Puts away their adulteries,A,B
Hosea,Hs,5,26,"God said he would go back to his place after carrying Israel off until Israel does what 
(Hos 5:15)?",Turns to the Lord,Offers sacrifices from the heart,Seeks his face,Puts away their adulteries,C,B
Hosea,Hs,5,27,When would Israel seek God earnestly (Hos 5:15)?,When their wells run dry,In their misery,After they are rejected by the ir lovers,In their loneliness,B,I
Hosea,Hs,6,1,"When returning to the Lord what did the person acknowledge God had done to them 
(Hos 6:1)?",Smitten them,Torn them to pieces,Exiled them,Sent drought on them,B,B
Hosea,Hs,6,2,What did the repentant person hope God would do in the healing process (Hos 6:1)?,Bring them back,Remove the rod from their backs,Bind up their wounds,Forgive their sins,C,B
Hosea,Hs,6,3,What did those returning to the Lord say God would do after two days (Hos 6:2)?,Revive them,Heal them,Forgive them,Bring them back,A,I
Hosea,Hs,2,4,What did those returning to the Lord say God would do after three days (Hos 6:2)?,Heal them,Forgive them,"Bring them back  
38",Restore them,D,I
Hosea,Hs,6,5,Why would the Lord restore those who were coming back to the Lord (Hos 6:2)?,So that they may worship the Lord,So that they may live in his presence,So that they may serve him in spirit and truth,"So that they may love him again  
B:B:Hs: 6 
6. How did those returning describe God’s coming to them (Hos 6:3)?  
  A. Like a gentle breeze  
 B. Like a great harvest of new wine  
 C. Like the spring rains that water the earth  
 D. Like the snow that refreshes the earth",C,B
Hosea,Hs,6,7,Those returning to the Lord describe God’s coming as sure as _____ (Hos 6:3)?,The sun rising,The sun setting,The moon rising,The a rooster crowing at dawn,A,I
Hosea,Hs,6,8,To what does God liken the love of Ephraim and Judah (Hos 6:4)?,The snow  that melts under the sun,The morning mist that disappears,"The wind the passes by  
39",The flowers that quickly wither,B,B
Hosea,Hs,6,9,With what does God say he will cut Ephraim and Judah in pieces (Hos 6:5)?,A mighty storm,A swarm of locusts,His prophets,Israel’s enemies,C,B
Hosea,Hs,6,10,With what does God say he will kill Ephraim and Judah (Hos 6:5)?,A mighty storm,Deadly snakes,A devastating drought,The words of his mouth,D,B
Hosea,Hs,6,11,What did God desire rather than sac rifice (Hos 6:6)?,Compassion,Mercy,Faithfulness,Justice,B,B
Hosea,Hs,6,12,What did God desire rather than burnt offerings (Hos 6:6)?,Acknowledgment of God,Loyalty to the Lord their God,"Compassion  
40",Justice,A,B
Hosea,Hs,6,13,Like whom have Judah and Ephraim broken the covenant (Hos 6:7)?,Like Gibeah,Like Bethel,Like Balaam,Like Adam,D,B
Hosea,Hs,6,14,Of what is the city of Gilead full (Hos 6:8)?,Sinners,Those who go astray,Wicked men,Fools,C,A
Hosea,Hs,6,15,With what is Gilead stained (Hos 6:8)?,Blood of the innocent,Footprints of blood,Wine of violence,Injustice,B,B
Hosea,Hs,6,16,Who lie in ambush like marauders (Hos 6:9)?,Bands of priests,The sons of the prophets,"The children of nobles  
41",Shepherds of Ephraim,A,I
Hosea,Hs,6,17,What do the bands of priests do (Hos 6:9)?,Lie,Murder,Steal,Blaspheme,B,B
Hosea,Hs,6,18,On what road do the bands of priests murder (Hos 6:9)?,The road to Jerusalem,The road to Bethel,The road to Shechem,The road to Shiloh,C,A
Hosea,Hs,6,19,Ephraim is given to what sin (Hos 6:10)?,Oppression,Wickedness,Folly,Prostitution,D,B
Hosea,Hs,6,20,What is appointed for Judah (Hos 6:11)?,Justice,A harvest,"A pla gue 
42",A threshing,B,I
Hosea,Hs,7,1,What God goes to heal Israel what are revealed (Hos 7:1)?,The wickedness of Manasseh,The crimes of Samaria,The unfaithfulness of Shechem,The intolerance of Bethel,B,B
Hosea,Hs,7,2,"All of the following are listed as crimes of Samaria and sins of Ephraim EXCEPT (Hos 
7:1)",Priests stealing from the people,Practicing deceit,Thieves breaking into houses,Bandits robbing in the streets,A,I
Hosea,Hs,7,3,What does God remember  (Hos 7:2) ?,All their wickedness,All their treachery,All their evil deeds,All their sacrifices to Baal,C,I
Hosea,Hs,7,4,With what do the Israelites delight their king  (7:3) ?,Their treachery,Their sacrifices,"Their prostitutions  
44",Their wickedness,D,I
Hosea,Hs,7,5,With what do the Israelites delight their princes  (Hos 7:3) ?,Their lies,Their sacrifices,Their prostitutions,Their treachery,A,I
Hosea,Hs,7,6,What metaphor does God use to describe Israel’s adulterers  (Hos 7:4) ?,They are like unfaithful sheep,They are like lusty stallions,They are like a burning oven,They are like an unpredictable wind,C,B
Hosea,Hs,7,7,What are the princes inflamed with on the festival of the king  (Hos 7:5) ?,Lust,Wine,Treachery,Glutonny,B,I
Hosea,Hs,7,8,How is there morning passion described (Hos 7:6)?,A smoldering fire,Burning incense,"A raging storm  
45",Blazing like a flaming fire,D,I
Hosea,Hs,7,9,What do the Israelites devour (Hos 7:7)?,Their mis tresses,Their food,Their kings,Their priests,C,B
Hosea,Hs,7,10,God says Israel is like a ________ (Hos 7:8)?,A flat cake not turned over,A pizza without cheese,Sour wine,Oil with flies in it,A,I
Hosea,Hs,7,11,With whom does Ephraim mix (Hos 7:8)?,Other gods,The nations,The wicked,Prostitutes,B,I
Hosea,Hs,7,12,What does Ephraim not notice (Hos 7:9)?,His stomach is empty,His wine is sour,"His hair is sprinkled with gray  
46",His stalls are empty,C,I
Hosea,Hs,7,13,What testifies against Israel (Hos 7:10)?,It’s rebellion,It’s wickedness,It’s harlotry,It’s arrogance,D,I
Hosea,Hs,7,14,In his arrogance what does Israel not do (Hos 7:10)?,Return to the Lord,Pursue that which is right,Show mercy,Distribute justice,A,B
Hosea,Hs,7,15,What animal is Ephraim likened to (Hos 7:11)?,A wily snake,A senseless dove,A deceived sheep,A dumb ox,B,I
Hosea,Hs,7,16,Who does Ephraim call to like a senseless dove (Hos 7:11)?,Aram a nd Moab,Babylon and Damascus,"Assyria and Egypt  
47",Edom and Ammon,C,B
Hosea,Hs,7,17,How will God catch Ephraim (Hos 7:12)?,With an arrow,With a sling,With a hook,With a net,D,I
Hosea,Hs,7,18,Because Ephraim has rebelled what awaits them (Hos 7:13)?,Destruction,Exile,Seige,Famine,A,A
Hosea,Hs,7,19,What does God long to do for Ephraim but they speak lies against him (Hos 7:13)?,Deliver them,Redeem them,Shepherd them,Lead them,B,B
Hosea,Hs,7,20,Where does Ephraim wail from (Hos 7:14)?,Their city gates,Their high places,"Their beds  
48",Their barren fields,C,I
Hosea,Hs,7,21,God laments that Ephraim does not cry out to him from ______ (Hos 7:14)?,Their mountain tops,Their beds,Their doorway s,Their hearts,D,B
Hosea,Hs,7,22,Why does Ephraim gather together (Hos 7:14)?,For grain and new wine,For figs and olive oil,For wickedness and injustice,For wheat and barley,A,I
Hosea,Hs,7,23,While Ephraim plots evil against God what had he done for them (Hos 7:15)?,Lead and guided them,Trained and strengthened them,Saved and delivered them,Redeemed and sanctified them,B,I
Hosea,Hs,7,24,What weapon is Israel like (Hos 7:16)?,A bent arrow,A dull sword,"A faulty bow  
49",A blunt spear,C,B
Hosea,Hs,7,25,Why will Israel’s leaders fall by the sword (Hos 7:16)?,Because they have rebelled agains the Lord,Because they have gone after their Baals,Because of their senselessness,Because of their insolent words,D,I
Hosea,Hs,7,26,What country will ridicule Israel (Hos 7:16)?,Assyria,Egypt,Aram,Moab,B,A
Hosea,Hs,8,1,"What is over the house of the Lord because the people have broken his covenant (Hos 
8:1)?",A cloud,A sword,A net,An eagle,D,B
